has_sleep_data;efficiency;com.samsung.health.sleep.start_time;com.samsung.health.sleep.end_time
0;87.0;2020-09-25 22:26:00.000;2020-09-26 01:48:00.000
0;83.0;2020-09-03 22:25:00.000;2020-09-04 00:07:00.000
0;81.0;2020-09-06 04:52:00.000;2020-09-06 06:26:00.000
0;89.0;2020-09-24 21:39:00.000;2020-09-25 00:28:00.000
0;87.0;2020-09-02 01:05:00.000;2020-09-02 03:15:00.000
0;90.0;2020-09-28 05:30:00.000;2020-09-28 06:46:00.000
0;95.0;2020-09-06 21:17:00.000;2020-09-06 23:39:00.000
0;88.0;2020-10-01 01:52:00.000;2020-10-01 03:49:00.000
0;86.0;2020-09-20 20:23:00.000;2020-09-20 23:53:00.000
0;82.0;2020-09-01 00:30:00.000;2020-09-01 03:10:00.000
0;87.0;2020-10-02 21:34:00.000;2020-10-03 02:10:00.000
0;91.0;2020-09-21 00:06:00.000;2020-09-21 02:12:00.000
0;89.0;2020-09-03 01:39:00.000;2020-09-03 03:19:00.000
0;82.0;2020-10-05 20:01:00.000;2020-10-05 22:21:00.000
0;90.0;2020-09-26 01:55:00.000;2020-09-26 03:44:00.000
0;87.0;2020-09-04 00:18:00.000;2020-09-04 03:15:00.000
0;88.0;2020-09-23 20:50:00.000;2020-09-24 01:01:00.000
0;90.0;2020-09-05 21:02:00.000;2020-09-06 01:33:00.000
0;87.0;2020-09-24 01:30:00.000;2020-09-24 03:34:00.000
0;92.0;2020-10-07 20:29:00.000;2020-10-08 02:17:00.000
1;94.0;2020-09-25 03:25:00.000;2020-09-25 03:44:00.000
0;92.0;2020-09-06 23:58:00.000;2020-09-07 03:19:00.000
0;93.0;2020-09-28 20:03:00.000;2020-09-29 00:38:00.000
0;87.0;2020-09-25 05:12:00.000;2020-09-25 06:17:00.000
0;87.0;2020-10-14 23:21:00.000;2020-10-15 01:43:00.000
0;86.0;2020-09-21 20:14:00.000;2020-09-22 00:24:00.000
0;87.0;2020-09-08 04:52:00.000;2020-09-08 06:22:00.000
0;82.0;2020-11-11 06:05:00.000;2020-11-11 08:22:00.000
0;85.0;2020-09-27 05:17:00.000;2020-09-27 06:26:00.000
0;90.0;2020-10-01 21:10:00.000;2020-10-01 22:54:00.000
0;91.0;2020-09-27 20:15:00.000;2020-09-27 22:54:00.000
0;86.0;2020-10-03 02:21:00.000;2020-10-03 03:49:00.000
0;81.0;2020-11-14 05:52:00.000;2020-11-14 07:09:00.000
0;88.0;2020-09-30 05:24:00.000;2020-09-30 06:44:00.000
0;87.0;2020-09-23 05:21:00.000;2020-09-23 06:50:00.000
0;89.0;2020-09-25 00:44:00.000;2020-09-25 03:01:00.000
0;92.0;2020-11-17 00:39:00.000;2020-11-17 03:13:00.000
0;85.0;2020-10-02 02:46:00.000;2020-10-02 03:49:00.000
0;84.0;2020-09-24 05:20:00.000;2020-09-24 06:39:00.000
0;87.0;2020-09-30 19:51:00.000;2020-09-30 22:25:00.000
0;89.0;2020-10-05 22:51:00.000;2020-10-06 03:09:00.000
0;91.0;2020-10-03 20:28:00.000;2020-10-03 23:28:00.000
0;89.0;2020-09-26 21:54:00.000;2020-09-27 03:12:00.000
0;89.0;2020-10-02 05:21:00.000;2020-10-02 06:48:00.000
0;89.0;2020-11-18 05:56:00.000;2020-11-18 07:12:00.000
0;90.0;2020-09-25 20:11:00.000;2020-09-25 21:34:00.000
0;86.0;2020-10-03 23:55:00.000;2020-10-04 03:49:00.000
0;88.0;2020-10-06 19:36:00.000;2020-10-06 21:06:00.000
0;84.0;2020-11-21 21:04:00.000;2020-11-21 23:37:00.000
0;88.0;2020-09-29 01:43:00.000;2020-09-29 03:49:00.000
0;83.0;2020-10-08 02:25:00.000;2020-10-08 03:54:00.000
0;90.0;2020-10-10 21:38:00.000;2020-10-11 02:06:00.000
0;91.0;2020-09-27 23:05:00.000;2020-09-28 03:49:00.000
0;91.0;2020-10-06 21:19:00.000;2020-10-07 02:12:00.000
0;80.0;2020-11-23 06:03:00.000;2020-11-23 07:35:00.000
0;91.0;2020-10-01 23:06:00.000;2020-10-02 02:03:00.000
0;90.0;2020-09-30 22:33:00.000;2020-10-01 01:44:00.000
0;90.0;2020-11-10 21:20:00.000;2020-11-11 00:08:00.000
0;87.0;2020-10-15 01:52:00.000;2020-10-15 04:09:00.000
0;81.0;2020-10-11 02:15:00.000;2020-10-11 04:01:00.000
0;90.0;2020-10-02 20:00:00.000;2020-10-02 21:23:00.000
0;81.0;2020-10-03 05:41:00.000;2020-10-03 06:56:00.000
0;89.0;2020-11-11 00:19:00.000;2020-11-11 04:05:00.000
0;93.0;2020-11-11 22:58:00.000;2020-11-12 03:03:00.000
0;84.0;2020-11-13 21:42:00.000;2020-11-13 23:48:00.000
0;76.0;2020-10-06 03:34:00.000;2020-10-06 03:59:00.000
0;80.0;2020-10-04 05:54:00.000;2020-10-04 07:01:00.000
0;88.0;2020-11-26 02:48:00.000;2020-11-26 05:43:00.000
0;92.0;2020-11-12 05:58:00.000;2020-11-12 08:25:00.000
0;87.0;2020-10-10 20:15:00.000;2020-10-10 21:28:00.000
0;76.0;2020-11-16 21:07:00.000;2020-11-16 22:44:00.000
0;90.0;2020-11-16 06:00:00.000;2020-11-16 07:40:00.000
0;92.0;2020-10-07 02:20:00.000;2020-10-07 03:59:00.000
0;89.0;2020-11-15 20:34:00.000;2020-11-15 22:41:00.000
0;62.0;2020-10-15 06:01:00.000;2020-10-15 07:19:00.000
0;81.0;2020-11-29 06:33:00.000;2020-11-29 08:13:00.000
0;86.0;2020-11-17 23:40:00.000;2020-11-18 02:07:00.000
0;89.0;2020-11-17 21:38:00.000;2020-11-17 23:27:00.000
0;86.0;2020-10-14 20:17:00.000;2020-10-14 23:04:00.000
0;91.0;2020-11-17 03:39:00.000;2020-11-17 05:29:00.000
0;92.0;2020-12-01 21:17:00.000;2020-12-02 02:58:00.000
0;88.0;2020-11-12 03:14:00.000;2020-11-12 05:23:00.000
0;88.0;2020-11-20 06:00:00.000;2020-11-20 07:11:00.000
0;84.0;2020-11-20 22:55:00.000;2020-11-21 03:48:00.000
0;93.0;2020-11-15 22:57:00.000;2020-11-16 05:27:00.000
0;87.0;2020-12-05 04:02:00.000;2020-12-05 05:19:00.000
0;83.0;2020-11-11 04:15:00.000;2020-11-11 05:29:00.000
0;91.0;2020-11-22 23:08:00.000;2020-11-23 02:17:00.000
0;85.0;2020-11-17 06:01:00.000;2020-11-17 07:25:00.000
0;88.0;2020-11-19 06:00:00.000;2020-11-19 07:42:00.000
0;88.0;2020-12-08 23:15:00.000;2020-12-09 01:13:00.000
0;83.0;2020-11-23 02:45:00.000;2020-11-23 04:28:00.000
0;84.0;2020-11-21 23:47:00.000;2020-11-22 05:34:00.000
0;90.0;2020-11-25 06:14:00.000;2020-11-25 08:04:00.000
0;86.0;2020-11-19 21:27:00.000;2020-11-20 05:28:00.000
0;89.0;2020-11-13 23:56:00.000;2020-11-14 05:19:00.000
0;84.0;2020-12-11 02:05:00.000;2020-12-11 04:23:00.000
0;80.0;2020-11-25 21:23:00.000;2020-11-25 22:47:00.000
0;90.0;2020-11-24 21:30:00.000;2020-11-24 23:52:00.000
0;81.0;2020-11-22 06:04:00.000;2020-11-22 07:31:00.000
1;90.0;2020-11-27 21:57:00.000;2020-11-27 23:09:00.000
0;89.0;2020-11-16 22:54:00.000;2020-11-17 00:30:00.000
0;89.0;2020-11-25 00:13:00.000;2020-11-25 05:44:00.000
0;89.0;2020-12-13 07:04:00.000;2020-12-13 08:45:00.000
0;88.0;2020-11-30 02:17:00.000;2020-11-30 05:48:00.000
0;90.0;2020-11-18 02:15:00.000;2020-11-18 05:27:00.000
0;91.0;2020-11-28 21:40:00.000;2020-11-29 01:59:00.000
0;87.0;2020-11-26 06:15:00.000;2020-11-26 07:40:00.000
0;90.0;2020-11-26 21:34:00.000;2020-11-27 05:43:00.000
0;89.0;2020-12-16 21:13:00.000;2020-12-17 02:41:00.000
0;92.0;2020-11-29 21:41:00.000;2020-11-29 23:25:00.000
0;87.0;2020-12-03 03:15:00.000;2020-12-03 05:19:00.000
0;79.0;2020-11-30 06:19:00.000;2020-11-30 08:15:00.000
0;87.0;2020-11-21 04:11:00.000;2020-11-21 05:29:00.000
0;88.0;2020-11-29 23:36:00.000;2020-11-30 02:06:00.000
0;89.0;2020-12-07 21:46:00.000;2020-12-08 00:12:00.000
0;88.0;2020-12-19 22:15:00.000;2020-12-20 05:29:00.000
0;81.0;2020-12-02 03:07:00.000;2020-12-02 05:22:00.000
0;91.0;2020-12-04 00:52:00.000;2020-12-04 05:19:00.000
0;86.0;2020-11-23 04:38:00.000;2020-11-23 05:36:00.000
0;86.0;2020-12-09 22:20:00.000;2020-12-10 01:29:00.000
0;89.0;2020-12-23 03:32:00.000;2020-12-23 04:20:00.000
0;92.0;2020-12-02 21:13:00.000;2020-12-03 02:57:00.000
0;91.0;2020-12-08 00:29:00.000;2020-12-08 03:49:00.000
0;89.0;2020-12-07 02:12:00.000;2020-12-07 05:29:00.000
0;90.0;2020-12-06 21:11:00.000;2020-12-07 02:02:00.000
0;83.0;2020-12-10 01:59:00.000;2020-12-10 05:29:00.000
0;90.0;2020-12-12 01:04:00.000;2020-12-12 05:28:00.000
0;91.0;2020-11-25 22:55:00.000;2020-11-26 02:38:00.000
0;90.0;2020-12-09 04:24:00.000;2020-12-09 05:58:00.000
0;92.0;2020-12-25 07:19:00.000;2020-12-25 08:37:00.000
0;94.0;2020-12-12 23:31:00.000;2020-12-13 02:24:00.000
0;89.0;2020-12-09 01:22:00.000;2020-12-09 04:01:00.000
0;81.0;2020-12-15 04:17:00.000;2020-12-15 05:29:00.000
1;88.0;2020-12-17 23:29:00.000;2020-12-18 03:13:00.000
0;88.0;2020-12-11 21:36:00.000;2020-12-12 00:55:00.000
0;84.0;2020-12-15 21:51:00.000;2020-12-15 23:02:00.000
0;90.0;2020-12-27 07:11:00.000;2020-12-27 08:32:00.000
0;93.0;2020-12-15 00:11:00.000;2020-12-15 04:09:00.000
0;84.0;2020-12-30 02:20:00.000;2020-12-30 05:18:00.000
0;85.0;2020-12-21 23:50:00.000;2020-12-22 05:29:00.000
1;89.0;2020-12-18 03:24:00.000;2020-12-18 05:28:00.000
0;24.0;2020-11-29 03:44:00.000;2020-11-29 04:09:00.000
0;89.0;2020-12-11 04:32:00.000;2020-12-11 05:29:00.000
1;92.0;2020-12-17 21:29:00.000;2020-12-17 22:59:00.000
0;88.0;2020-12-22 22:14:00.000;2020-12-23 00:59:00.000
0;86.0;2020-12-24 23:28:00.000;2020-12-25 01:13:00.000
0;88.0;2021-01-03 07:15:00.000;2021-01-03 09:01:00.000
0;91.0;2020-11-30 21:34:00.000;2020-12-01 05:19:00.000
0;89.0;2020-12-14 21:27:00.000;2020-12-15 00:00:00.000
0;91.0;2020-12-21 21:20:00.000;2020-12-21 23:42:00.000
0;90.0;2020-12-25 01:24:00.000;2020-12-25 04:06:00.000
0;90.0;2020-12-26 07:22:00.000;2020-12-26 09:05:00.000
0;89.0;2021-01-06 23:00:00.000;2021-01-07 05:15:00.000
0;90.0;2020-12-04 22:09:00.000;2020-12-05 03:50:00.000
0;87.0;2020-12-17 02:50:00.000;2020-12-17 05:29:00.000
0;91.0;2020-12-26 22:05:00.000;2020-12-27 01:57:00.000
0;84.0;2020-12-24 21:48:00.000;2020-12-24 23:20:00.000
0;85.0;2020-12-08 04:09:00.000;2020-12-08 05:29:00.000
0;87.0;2020-12-28 21:53:00.000;2020-12-29 03:40:00.000
0;88.0;2020-12-20 07:05:00.000;2020-12-20 08:42:00.000
0;89.0;2020-12-10 21:24:00.000;2020-12-11 01:48:00.000
0;89.0;2020-12-29 03:48:00.000;2020-12-29 05:29:00.000
0;89.0;2021-01-02 01:03:00.000;2021-01-02 05:13:00.000
0;84.0;2020-12-26 02:05:00.000;2020-12-26 05:28:00.000
0;90.0;2021-01-05 21:28:00.000;2021-01-06 00:52:00.000
0;86.0;2021-01-02 22:44:00.000;2021-01-03 02:16:00.000
0;88.0;2020-12-23 04:27:00.000;2020-12-23 05:27:00.000
0;88.0;2020-12-13 03:13:00.000;2020-12-13 05:29:00.000
0;84.0;2021-01-10 21:43:00.000;2021-01-11 00:44:00.000
0;87.0;2020-12-28 02:07:00.000;2020-12-28 05:30:00.000
0;88.0;2021-01-06 01:01:00.000;2021-01-06 05:30:00.000
0;91.0;2020-12-25 22:02:00.000;2020-12-26 01:25:00.000
0;89.0;2021-01-09 01:39:00.000;2021-01-09 05:13:00.000
0;90.0;2020-12-15 23:12:00.000;2020-12-16 05:30:00.000
0;94.0;2021-01-13 21:51:00.000;2021-01-13 23:55:00.000
0;86.0;2021-01-01 21:50:00.000;2021-01-02 00:52:00.000
0;89.0;2021-01-09 21:31:00.000;2021-01-10 02:07:00.000
0;89.0;2020-12-27 20:51:00.000;2020-12-28 01:58:00.000
0;89.0;2021-01-11 21:24:00.000;2021-01-11 23:43:00.000
1;86.0;2020-12-18 22:11:00.000;2020-12-19 00:27:00.000
0;87.0;2021-01-16 00:30:00.000;2021-01-16 06:02:00.000
0;85.0;2021-01-11 23:52:00.000;2021-01-12 02:20:00.000
0;88.0;2021-01-05 00:30:00.000;2021-01-05 05:22:00.000
0;81.0;2021-01-01 07:29:00.000;2021-01-01 08:55:00.000
0;84.0;2020-12-23 01:09:00.000;2020-12-23 03:27:00.000
0;90.0;2021-01-17 21:28:00.000;2021-01-18 03:19:00.000
0;88.0;2021-01-04 21:14:00.000;2021-01-05 00:20:00.000
0;87.0;2021-01-08 21:14:00.000;2021-01-09 01:23:00.000
0;86.0;2021-01-14 22:38:00.000;2021-01-15 02:21:00.000
0;81.0;2021-01-15 02:31:00.000;2021-01-15 05:55:00.000
0;85.0;2020-12-25 04:20:00.000;2020-12-25 05:29:00.000
0;86.0;2021-01-21 14:33:00.000;2021-01-21 16:09:00.000
0;81.0;2021-01-07 05:25:00.000;2021-01-07 06:18:00.000
0;76.0;2021-01-11 04:39:00.000;2021-01-11 05:44:00.000
0;84.0;2021-01-17 00:17:00.000;2021-01-17 04:25:00.000
0;88.0;2021-01-17 04:58:00.000;2021-01-17 06:09:00.000
0;88.0;2020-12-27 02:05:00.000;2020-12-27 05:29:00.000
0;87.0;2021-01-19 02:11:00.000;2021-01-19 06:09:00.000
0;89.0;2021-01-24 21:31:00.000;2021-01-25 03:45:00.000
0;88.0;2021-01-14 02:56:00.000;2021-01-14 05:46:00.000
0;85.0;2020-12-29 21:46:00.000;2020-12-30 01:56:00.000
0;90.0;2021-01-19 21:17:00.000;2021-01-20 01:41:00.000
0;90.0;2021-01-28 01:41:00.000;2021-01-28 05:36:00.000
0;88.0;2021-01-11 00:53:00.000;2021-01-11 04:29:00.000
0;88.0;2021-01-16 21:53:00.000;2021-01-17 00:08:00.000
0;84.0;2021-01-22 20:58:00.000;2021-01-22 23:04:00.000
0;81.0;2021-01-30 01:04:00.000;2021-01-30 04:18:00.000
0;86.0;2021-01-26 00:03:00.000;2021-01-26 04:17:00.000
0;93.0;2021-01-14 00:15:00.000;2021-01-14 02:47:00.000
0;71.0;2021-01-03 02:24:00.000;2021-01-03 05:31:00.000
1;88.0;2021-02-02 05:03:00.000;2021-02-02 05:20:00.000
0;87.0;2021-01-22 23:12:00.000;2021-01-23 03:20:00.000
0;88.0;2021-01-06 21:25:00.000;2021-01-06 22:41:00.000
0;88.0;2021-01-16 06:43:00.000;2021-01-16 07:52:00.000
0;87.0;2021-01-10 02:18:00.000;2021-01-10 05:44:00.000
0;91.0;2021-01-18 21:22:00.000;2021-01-19 01:34:00.000
0;85.0;2021-01-26 04:33:00.000;2021-01-26 05:33:00.000
0;87.0;2021-02-05 19:30:00.000;2021-02-05 20:55:00.000
0;87.0;2021-01-18 03:52:00.000;2021-01-18 05:44:00.000
0;86.0;2021-01-29 02:43:00.000;2021-01-29 05:19:00.000
0;94.0;2021-01-29 21:34:00.000;2021-01-29 22:46:00.000
0;77.0;2021-01-22 03:19:00.000;2021-01-22 05:44:00.000
0;86.0;2021-01-12 02:29:00.000;2021-01-12 05:43:00.000
0;23.0;2021-01-31 04:59:00.000;2021-01-31 05:20:00.000
0;88.0;2021-01-21 22:26:00.000;2021-01-22 02:54:00.000
0;91.0;2021-01-15 21:52:00.000;2021-01-16 00:19:00.000
0;92.0;2021-02-01 22:00:00.000;2021-02-02 00:24:00.000
0;89.0;2021-01-25 22:11:00.000;2021-01-25 23:52:00.000
0;89.0;2021-02-03 02:25:00.000;2021-02-03 05:09:00.000
0;92.0;2021-02-07 21:28:00.000;2021-02-07 23:17:00.000
0;91.0;2021-01-28 23:55:00.000;2021-01-29 02:18:00.000
0;94.0;2021-02-03 21:27:00.000;2021-02-04 01:45:00.000
0;92.0;2021-02-11 21:54:00.000;2021-02-12 00:59:00.000
0;88.0;2021-02-06 23:27:00.000;2021-02-07 01:11:00.000
0;87.0;2021-02-07 01:20:00.000;2021-02-07 04:06:00.000
0;90.0;2021-01-30 22:03:00.000;2021-01-31 03:57:00.000
0;84.0;2021-01-25 04:51:00.000;2021-01-25 05:44:00.000
0;87.0;2021-01-17 07:02:00.000;2021-01-17 08:30:00.000
0;84.0;2021-02-09 22:02:00.000;2021-02-10 05:19:00.000
0;80.0;2021-02-13 23:23:00.000;2021-02-14 02:08:00.000
0;88.0;2021-02-02 23:48:00.000;2021-02-03 02:13:00.000
0;91.0;2021-02-10 21:28:00.000;2021-02-11 04:11:00.000
0;83.0;2021-01-20 02:07:00.000;2021-01-20 05:44:00.000
0;90.0;2021-02-06 01:16:00.000;2021-02-06 05:20:00.000
0;92.0;2021-01-28 21:46:00.000;2021-01-28 23:18:00.000
0;93.0;2021-02-12 21:19:00.000;2021-02-13 03:53:00.000
0;92.0;2021-02-13 04:01:00.000;2021-02-13 05:20:00.000
0;89.0;2021-02-15 21:29:00.000;2021-02-16 03:41:00.000
0;79.0;2021-01-23 03:30:00.000;2021-01-23 05:44:00.000
0;87.0;2021-02-14 06:17:00.000;2021-02-14 07:29:00.000
0;80.0;2021-01-30 04:32:00.000;2021-01-30 07:09:00.000
0;86.0;2021-02-14 22:04:00.000;2021-02-14 23:55:00.000
0;82.0;2021-02-19 09:55:00.000;2021-02-19 10:59:00.000
0;86.0;2021-02-08 04:12:00.000;2021-02-08 05:20:00.000
0;92.0;2021-01-27 22:30:00.000;2021-01-28 01:19:00.000
0;85.0;2021-02-02 22:18:00.000;2021-02-02 23:35:00.000
0;89.0;2021-02-22 03:44:00.000;2021-02-22 04:49:00.000
0;88.0;2021-02-12 04:44:00.000;2021-02-12 05:20:00.000
0;85.0;2021-02-18 21:14:00.000;2021-02-19 04:14:00.000
0;89.0;2021-01-29 22:54:00.000;2021-01-30 00:55:00.000
0;88.0;2021-02-17 06:33:00.000;2021-02-17 07:43:00.000
0;89.0;2021-02-05 21:16:00.000;2021-02-06 01:07:00.000
0;83.0;2021-02-24 06:16:00.000;2021-02-24 07:40:00.000
0;87.0;2021-02-14 04:09:00.000;2021-02-14 05:37:00.000
0;92.0;2021-02-02 00:39:00.000;2021-02-02 04:55:00.000
0;87.0;2021-02-26 21:27:00.000;2021-02-27 01:58:00.000
0;87.0;2021-02-21 06:27:00.000;2021-02-21 08:08:00.000
0;88.0;2021-02-21 21:43:00.000;2021-02-22 00:16:00.000
0;84.0;2021-02-16 22:53:00.000;2021-02-17 04:59:00.000
0;87.0;2021-02-07 23:36:00.000;2021-02-08 03:58:00.000
0;83.0;2021-02-04 01:54:00.000;2021-02-04 05:19:00.000
0;86.0;2021-02-28 21:31:00.000;2021-03-01 04:49:00.000
0;85.0;2021-02-20 00:24:00.000;2021-02-20 05:03:00.000
0;90.0;2021-02-23 21:29:00.000;2021-02-24 01:49:00.000
0;74.0;2021-02-23 03:11:00.000;2021-02-23 04:42:00.000
0;88.0;2021-02-12 01:07:00.000;2021-02-12 04:33:00.000
0;89.0;2021-02-22 21:21:00.000;2021-02-23 02:05:00.000
0;88.0;2021-02-07 04:28:00.000;2021-02-07 05:19:00.000
0;88.0;2021-02-26 00:35:00.000;2021-02-26 04:18:00.000
0;80.0;2021-02-11 04:37:00.000;2021-02-11 05:18:00.000
0;89.0;2021-02-24 23:50:00.000;2021-02-25 04:49:00.000
0;91.0;2021-02-25 21:58:00.000;2021-02-26 00:25:00.000
0;87.0;2021-02-28 03:43:00.000;2021-02-28 04:49:00.000
0;71.0;2021-03-03 05:56:00.000;2021-03-03 06:56:00.000
0;86.0;2021-02-14 02:19:00.000;2021-02-14 03:59:00.000
0;83.0;2021-02-13 21:36:00.000;2021-02-13 23:03:00.000
0;86.0;2021-02-27 05:48:00.000;2021-02-27 07:14:00.000
0;89.0;2021-03-02 21:18:00.000;2021-03-03 02:37:00.000
0;86.0;2021-02-16 21:35:00.000;2021-02-16 22:44:00.000
0;88.0;2021-02-27 21:50:00.000;2021-02-28 02:48:00.000
0;87.0;2021-02-19 21:22:00.000;2021-02-19 23:53:00.000
0;86.0;2021-02-15 00:03:00.000;2021-02-15 05:07:00.000
0;84.0;2021-03-05 02:20:00.000;2021-03-05 04:39:00.000
0;89.0;2021-03-01 22:13:00.000;2021-03-02 00:27:00.000
0;86.0;2021-02-19 04:22:00.000;2021-02-19 04:58:00.000
0;87.0;2021-02-22 06:00:00.000;2021-02-22 07:55:00.000
0;90.0;2021-03-03 22:58:00.000;2021-03-04 04:20:00.000
0;88.0;2021-03-07 20:55:00.000;2021-03-08 01:22:00.000
0;88.0;2021-03-02 00:39:00.000;2021-03-02 04:51:00.000
0;90.0;2021-02-22 00:40:00.000;2021-02-22 03:17:00.000
0;79.0;2021-02-24 21:22:00.000;2021-02-24 23:33:00.000
0;82.0;2021-03-07 03:01:00.000;2021-03-07 04:29:00.000
0;92.0;2021-03-06 22:07:00.000;2021-03-07 00:10:00.000
0;92.0;2021-03-10 21:20:00.000;2021-03-11 01:04:00.000
0;82.0;2021-02-24 02:03:00.000;2021-02-24 04:59:00.000
0;85.0;2021-03-09 05:56:00.000;2021-03-09 07:16:00.000
0;87.0;2021-03-04 21:45:00.000;2021-03-05 02:11:00.000
0;91.0;2021-02-27 02:30:00.000;2021-02-27 05:13:00.000
0;85.0;2021-03-10 00:41:00.000;2021-03-10 03:04:00.000
0;90.0;2021-03-13 21:44:00.000;2021-03-14 01:39:00.000
0;90.0;2021-03-12 05:50:00.000;2021-03-12 07:14:00.000
0;85.0;2021-03-07 06:25:00.000;2021-03-07 07:42:00.000
0;85.0;2021-02-26 04:28:00.000;2021-02-26 04:49:00.000
0;88.0;2021-03-13 00:06:00.000;2021-03-13 04:19:00.000
1;89.0;2021-03-15 21:09:00.000;2021-03-15 22:13:00.000
0;81.0;2021-03-01 06:09:00.000;2021-03-01 07:09:00.000
0;89.0;2021-02-28 06:12:00.000;2021-02-28 08:08:00.000
0;84.0;2021-03-10 05:44:00.000;2021-03-10 07:56:00.000
1;90.0;2021-03-16 21:30:00.000;2021-03-17 04:40:00.000
0;89.0;2021-03-03 21:18:00.000;2021-03-03 22:45:00.000
0;84.0;2021-03-13 05:46:00.000;2021-03-13 06:57:00.000
0;84.0;2021-03-03 03:06:00.000;2021-03-03 04:44:00.000
1;78.0;2021-03-17 05:09:00.000;2021-03-17 07:13:00.000
0;92.0;2021-03-07 00:18:00.000;2021-03-07 02:51:00.000
0;86.0;2021-03-05 22:10:00.000;2021-03-06 04:19:00.000
0;87.0;2021-03-09 21:08:00.000;2021-03-10 00:04:00.000
0;85.0;2021-03-08 01:31:00.000;2021-03-08 04:29:00.000
0;81.0;2021-03-12 21:26:00.000;2021-03-12 23:56:00.000
0;88.0;2021-03-11 01:14:00.000;2021-03-11 04:20:00.000
1;91.0;2021-03-15 22:21:00.000;2021-03-16 04:14:00.000
0;86.0;2021-03-14 01:56:00.000;2021-03-14 04:19:00.000
